Code Domaine,Domaine,Code zone (FAO),Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole
"FBS","Nouveaux Bilans Alimentaire","9","Argentine","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2018","2018","Kcal/personne/jour","3307","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","9","Argentine","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2018","2018","g/personne/jour","106.77","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","9","Argentine","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2901","Total General","2018","2018","g/personne/jour","123.18","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","1","Arménie","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2018","2018","Kcal/personne/jour","2997","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","1","Arménie","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2018","2018","g/personne/jour","94.35","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","1","Arménie","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2901","Total General","2018","2018","g/personne/jour","95.69","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","10","Australie","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2018","2018","Kcal/personne/jour","3391","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","10","Australie","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2018","2018","g/personne/jour","105.94","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","10","Australie","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2901","Total General","2018","2018","g/personne/jour","157.89","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","11","Autriche","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2018","2018","Kcal/personne/jour","3695","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","11","Autriche","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2018","2018","g/personne/jour","109.12","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","11","Autriche","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2901","Total General","2018","2018","g/personne/jour","166.5","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","52","Azerbaïdjan","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2018","2018","Kcal/personne/jour","3149","Fc","Donnée calculée"
